date,value
2020-03-24,96.97915851781278
2020-03-25,95.95108742094196
2020-03-26,97.94109212100913
2020-03-27,105.51507724856299
2020-03-28,103.10034426940317
2020-03-29,99.35498787642108
2020-03-30,105.14423631520748
2020-03-31,103.66243278368647
2020-04-01,108.64247806048036
2020-04-02,100.93219324535816
2020-04-03,103.46620344362832
2020-04-04,103.82265650593195
2020-04-05,99.15864528410265
2020-04-06,108.66183914114661
2020-04-07,109.20113471188263
2020-04-08,108.64321900566037
2020-04-09,108.17122375119625
2020-04-10,102.99605063291861
2020-04-11,108.69817394223115
2020-04-12,109.81359051593259
2020-04-13,108.23633147657118
2020-04-14,112.15418261608347
2020-04-15,115.68367418033823
2020-04-16,123.78469011590343
2020-04-17,115.90218830500288
2020-04-18,116.97551220256096
2020-04-19,115.95470604756197
2020-04-20,107.35083755289199
2020-04-21,117.40641783073042
2020-04-22,118.40901315069895
2020-04-23,130.965675126505
2020-04-24,118.20024387630181
2020-04-25,121.1517200754169
2020-04-26,119.92019976221341
2020-04-27,114.66660148177834
2020-04-28,126.60554648318237
2020-04-29,124.99663345014285
2020-04-30,125.50078847100153
2020-05-01,117.26965174333638
2020-05-02,129.0631450286888
2020-05-03,115.2336028897546
2020-05-04,125.33155860011898
2020-05-05,133.46448160023988
2020-05-06,117.63490895290417
2020-05-07,119.79204353138906
2020-05-08,123.11853881045141
2020-05-09,120.06087041791234
2020-05-10,114.74467719328031
2020-05-11,122.72304704119611
2020-05-12,116.91430510004214
2020-05-13,124.40373744668409
2020-05-14,117.2141132468298
2020-05-15,129.30315684227062
2020-05-16,117.34767512651132
2020-05-17,119.33383797330045
2020-05-18,124.66334325880884
2020-05-19,114.06622838216971
2020-05-20,120.95770318132072
2020-05-21,125.93300977298676
2020-05-22,110.91588026731252
2020-05-23,119.41372572904052
2020-05-24,119.3107156821019
2020-05-25,121.42693764951858
2020-05-26,110.82771489520155
2020-05-27,109.8953483608731
2020-05-28,118.58545178415162
2020-05-29,116.93418902101142
2020-05-30,116.17313854448545
2020-05-31,116.12469704339414
2020-06-01,110.46697180725693
2020-06-02,114.50833438644331
2020-06-03,114.30018208762034
2020-06-04,108.7610212764606
2020-06-05,121.1721955283117
2020-06-06,113.73794950873071
2020-06-07,104.95491905063838
2020-06-08,113.75625031276927
2020-06-09,105.18364145854044
2020-06-10,113.59960477544145
2020-06-11,115.08980542147779
2020-06-12,104.85342404971674
2020-06-13,113.46282706781514
2020-06-14,110.42968973633639
2020-06-15,112.22815620468222
2020-06-16,117.3874985088884
2020-06-17,106.49712245866357
2020-06-18,103.81186845902101
2020-06-19,103.02638353160192
2020-06-20,103.32604816958616
2020-06-21,106.989140605813
2020-06-22,109.08888048422243
2020-06-23,108.81433030330295
2020-06-24,111.65403948069469
2020-06-25,107.70992168327881
2020-06-26,115.07880811780998
2020-06-27,106.69325410440628
2020-06-28,121.86154326771246
2020-06-29,111.67138228963873
2020-06-30,104.57707414681992
2020-07-01,103.86481522267948
2020-07-02,112.02364139288296
2020-07-03,108.9203985047369
2020-07-04,114.06728906142854
2020-07-05,113.35476839777107
2020-07-06,111.14590196618849
2020-07-07,107.82605049484998
2020-07-08,105.06248282253316
2020-07-09,111.0056866636802
2020-07-10,118.14465756442327
2020-07-11,115.57832084904005
2020-07-12,108.9429776147053
2020-07-13,116.71779716453301
2020-07-14,118.47280805149198
2020-07-15,112.83302033569713
2020-07-16,118.73638081692866
2020-07-17,118.98117469775909
2020-07-18,113.70212272713312
2020-07-19,121.93474300014883
2020-07-20,123.67806339778531
2020-07-21,127.01474981582312
2020-07-22,127.58840243274287
2020-07-23,116.14303868475584
2020-07-24,119.04392875778633
2020-07-25,126.99719493789988
2020-07-26,127.66488057985079
2020-07-27,128.32781987134578
2020-07-28,145.65336712913077
2020-07-29,129.85966443839612
2020-07-30,133.27487813839807
2020-07-31,132.93328810009444
2020-08-01,131.95901289417367
2020-08-02,127.63530105405461
2020-08-03,133.48527799591687
2020-08-04,126.27278692626687
2020-08-05,129.36562781526789
2020-08-06,128.50080111859666
2020-08-07,131.67887918552503
2020-08-08,143.14772643137243
2020-08-09,122.50525825368572
2020-08-10,135.50160070421688
2020-08-11,124.1964922464283
2020-08-12,130.05088583574795
2020-08-13,137.96627422502684
2020-08-14,132.91435691588686
2020-08-15,127.23624136798817
2020-08-16,129.04129727033416
2020-08-17,135.9699213545437
2020-08-18,128.8360597617859
2020-08-19,133.44871786680608
2020-08-20,132.43626398394096
2020-08-21,128.75685150131423
2020-08-22,142.50665195970782
2020-08-23,134.69553186165393
2020-08-24,121.10758394695227
2020-08-25,131.84283654625625
2020-08-26,127.25048076885055
2020-08-27,134.4437923664231
2020-08-28,125.81648885955946
2020-08-29,128.78011909894767
2020-08-30,131.43276598245313
2020-08-31,132.77211277761486
2020-09-01,121.96107358040895
2020-09-02,125.79527689851261
2020-09-03,124.58664502846239
2020-09-04,123.17907338949787
2020-09-05,134.75053314165535
2020-09-06,127.42136917325278
2020-09-07,118.56337486277941
2020-09-08,128.92906014474232
2020-09-09,134.42559289103923
2020-09-10,128.45777710781346
2020-09-11,115.18726690248931
2020-09-12,119.86205720635057
2020-09-13,128.12971564552709
2020-09-14,117.78389226828564
2020-09-15,123.08582977971308
2020-09-16,124.30400641236456
2020-09-17,115.38201732650441
2020-09-18,119.32864011528068
2020-09-19,103.05523074538867
2020-09-20,113.80247115263545
2020-09-21,117.35368099300146
2020-09-22,112.100602073044
2020-09-23,126.2569458143509
2020-09-24,110.7332920068358
2020-09-25,115.50785415019158
2020-09-26,118.22191675781926
2020-09-27,124.6717261249651
2020-09-28,110.22100582419833
2020-09-29,123.18955638332586
2020-09-30,117.43728905752587
2020-10-01,112.5302785745994
2020-10-02,119.83954062926087
2020-10-03,118.65506170392464
2020-10-04,114.82883618469592
2020-10-05,118.38822867863931
2020-10-06,116.3606564754576
2020-10-07,119.14094102834561
2020-10-08,122.20752550879024
2020-10-09,127.18697854953184
2020-10-10,113.46331595751806
2020-10-11,130.74736781923156
2020-10-12,110.78457414417197
2020-10-13,120.28047023876981
2020-10-14,124.50537552632375
2020-10-15,123.52147597409494
2020-10-16,119.58228965044378
2020-10-17,122.25909523082245
2020-10-18,121.46127733601917
2020-10-19,121.62660812656858
2020-10-20,129.48700339502696
2020-10-21,127.70580635074134
2020-10-22,123.15179192047077
2020-10-23,131.82147029937147
2020-10-24,129.5762191308943
2020-10-25,132.82696577031103
2020-10-26,132.63795311932415
2020-10-27,126.07372802326434
2020-10-28,128.14594594777734
2020-10-29,135.4082375665261
2020-10-30,135.44283877161456
2020-10-31,132.9975486219549
2020-11-01,134.38919785565216
2020-11-02,140.878450699526
2020-11-03,132.20457239299282
2020-11-04,138.55269444909095
2020-11-05,135.44130413229215
2020-11-06,135.97708740552918
2020-11-07,143.14874075628498
2020-11-08,142.345503599695
2020-11-09,142.82190492879062
2020-11-10,145.78833172928768
2020-11-11,139.8415764907662
2020-11-12,143.58949540117572
2020-11-13,139.03776703272976
2020-11-14,142.58427686600388
2020-11-15,140.65096365276787
2020-11-16,142.08784041697834
2020-11-17,144.84198006687674
2020-11-18,137.99993305053883
2020-11-19,152.7388282683124
2020-11-20,137.39333518698075
2020-11-21,136.45950041123314
2020-11-22,148.38848302963635
2020-11-23,146.58432009908233
2020-11-24,145.7355612694257
2020-11-25,145.70696238819346
2020-11-26,142.41618322260678
2020-11-27,137.86598017255622
2020-11-28,142.56965326105444
2020-11-29,138.6077788136172
2020-11-30,146.63789643692994
2020-12-01,140.76278522107214
2020-12-02,137.07486516972097
2020-12-03,139.269770889739
2020-12-04,142.58745984265533
2020-12-05,137.32383111834653
2020-12-06,135.62645196198093
2020-12-07,140.5285357962125
2020-12-08,140.08701031945085
2020-12-09,135.86123836302343
2020-12-10,135.55847803328567
2020-12-11,138.57787612404496
2020-12-12,129.66976057590887
2020-12-13,129.35642072853912
2020-12-14,132.2785153668951
2020-12-15,134.27640117078283
2020-12-16,136.3694590237628
2020-12-17,141.6638569751278
2020-12-18,138.05088230504396
2020-12-19,132.44422335614257
2020-12-20,132.6384371870842
2020-12-21,127.22115820833812
2020-12-22,131.65458266975983
2020-12-23,129.8325752842843
2020-12-24,132.43581771165026
2020-12-25,126.25225267433318
2020-12-26,132.5732598446064
2020-12-27,137.2523037167517
2020-12-28,128.682782126276
2020-12-29,130.90083448794684
2020-12-30,132.038125976128
2020-12-31,126.3074723611193
2021-01-01,129.19272308675528
2021-01-02,127.92777599655969
2021-01-03,128.18083133512934
2021-01-04,123.69119974869797
2021-01-05,127.57969278517687
2021-01-06,129.88590978897702
2021-01-07,134.62893390925532
2021-01-08,132.18587427293753
2021-01-09,138.21107480303442
2021-01-10,123.7035809803934
2021-01-11,132.03661171425546
2021-01-12,128.76580496879515
2021-01-13,139.01130011444934
2021-01-14,124.27264141879581
2021-01-15,124.40542784441836
2021-01-16,125.93428428038939
2021-01-17,118.67538748537893
2021-01-18,127.06507567533586
2021-01-19,126.33135630751299
2021-01-20,131.3450244317951
2021-01-21,132.79929124191642
2021-01-22,140.9986700805079
2021-01-23,136.92539889794537
2021-01-24,129.87058384146476
2021-01-25,128.86930482135014
2021-01-26,136.4497020942635
2021-01-27,128.03802983014987
2021-01-28,144.46376994377127
2021-01-29,141.88690470509994
2021-01-30,134.34069561827548
2021-01-31,128.82905290780954
2021-02-01,144.88111648891584
2021-02-02,138.26252223505503
2021-02-03,145.75174257302004
2021-02-04,132.31945419996194
2021-02-05,138.02265410948186
2021-02-06,141.7702069569705
2021-02-07,142.69740417098913
2021-02-08,140.92229461912885
2021-02-09,146.98618814969856
2021-02-10,139.21997902093162
2021-02-11,144.51683511763886
2021-02-12,146.48311455731354
2021-02-13,149.0868008738511
2021-02-14,150.68361064142766
2021-02-15,142.08919453464364
2021-02-16,140.60271717836997
2021-02-17,155.1947473341144
2021-02-18,150.9714884550553
2021-02-19,146.03992541979238
2021-02-20,157.9779698278111
2021-02-21,151.2065035797296
2021-02-22,156.89539604716265
2021-02-23,151.67107112519014
2021-02-24,161.93464861369847
2021-02-25,160.66712482110353
2021-02-26,150.86656245037847
2021-02-27,157.15117355161678
2021-02-28,155.66278355498798
2021-03-01,159.38212800682658
2021-03-02,147.77788900013317
2021-03-03,156.05691394906967
2021-03-04,157.90384403070573
2021-03-05,143.76445861329864
2021-03-06,146.55027509505737
2021-03-07,142.14155356824472
2021-03-08,150.82546765251618
2021-03-09,155.55969020518248
2021-03-10,159.2491198191744
2021-03-11,151.84036635305927
2021-03-12,159.31418375647968
2021-03-13,143.94204537561362
2021-03-14,141.96901525512425
2021-03-15,149.8252979851327
2021-03-16,151.61611695639454
2021-03-17,149.10271968320484
2021-03-18,138.47913177083566
2021-03-19,147.90281080845844
2021-03-20,141.3422983751769
2021-03-21,150.7157184934345
2021-03-22,148.69189419834453
2021-03-23,141.6422950909835
2021-03-24,143.24883544184445
2021-03-25,139.9947294636184
2021-03-26,144.44866097784805
2021-03-27,149.01014652078496
2021-03-28,138.7817844946054
2021-03-29,145.71269651548369
2021-03-30,140.03173850979252
2021-03-31,138.2201489388117
2021-04-01,141.16413881837846
2021-04-02,136.05346216987996
2021-04-03,138.00966897942723
2021-04-04,134.35680862162576
2021-04-05,149.7602502251738
2021-04-06,139.72752817064585
2021-04-07,135.6932480348238
2021-04-08,139.93033641666761
2021-04-09,137.99696052366602
2021-04-10,137.183108739245
2021-04-11,141.12080434505634
2021-04-12,141.63351858876422
2021-04-13,135.0246810908341
2021-04-14,134.66556333662598
2021-04-15,136.07404461775695
2021-04-16,125.88229959865086
2021-04-17,129.7971290016866
2021-04-18,144.22768137922984
2021-04-19,145.6777370366632
2021-04-20,136.30682959754802
2021-04-21,140.5734327458581
2021-04-22,139.42491125106363
2021-04-23,153.48014338037973
2021-04-24,143.9392964808976
2021-04-25,137.9955050353492
2021-04-26,134.1882848763433
2021-04-27,131.30095991997754
2021-04-28,140.75296824829212
2021-04-29,136.3904133359996
2021-04-30,133.53014361140922
2021-05-01,137.90906117490874
2021-05-02,136.26438394181173
2021-05-03,150.666014625913
2021-05-04,147.22286039102957
2021-05-05,143.38341126028155
2021-05-06,151.4538548407605
2021-05-07,145.09198332303853
2021-05-08,141.06769784186886
2021-05-09,153.67443613085098
2021-05-10,149.45147093504454
2021-05-11,142.27983821557086
2021-05-12,147.2321587180461
2021-05-13,144.52973621964978
2021-05-14,142.72152938593703
2021-05-15,154.99535969689944
2021-05-16,160.63925571577704
2021-05-17,144.82331002244013
2021-05-18,155.34877719624964
2021-05-19,149.9898664377696
2021-05-20,151.50555733667377
2021-05-21,151.6639115302954
2021-05-22,150.97490436680042
2021-05-23,156.1884739934137
2021-05-24,152.42197495108013
2021-05-25,158.53762252261683
2021-05-26,157.51850300220414
2021-05-27,157.13313580578424
2021-05-28,154.32025609367057
2021-05-29,156.4747311877607
2021-05-30,163.6047890667076
2021-05-31,162.76893586916586
2021-06-01,155.77903225474182
2021-06-02,161.53067444780072
2021-06-03,165.12184262410594
2021-06-04,153.3115516706684
2021-06-05,164.6310616237961
2021-06-06,158.81822072692478
2021-06-07,165.16234541238651
2021-06-08,158.63169442195752
2021-06-09,153.52269102752064
2021-06-10,154.46897776857696
2021-06-11,162.86734042062758
2021-06-12,163.9067070862787
2021-06-13,158.0291137709628
2021-06-14,165.64830775403752
2021-06-15,154.0152128597685
2021-06-16,161.8236209682358
2021-06-17,155.89494815634853
2021-06-18,158.4528627240781
2021-06-19,161.67839258446196
2021-06-20,156.83749631058382
2021-06-21,158.88534670406418
2021-06-22,165.48025363528504
2021-06-23,157.17891609179247
2021-06-24,163.83226247575575
2021-06-25,153.57355022054884
2021-06-26,161.4193471075996
2021-06-27,165.50855248513832
2021-06-28,145.45726439924016
2021-06-29,153.33249712099297
2021-06-30,159.69289669800833
2021-07-01,155.27435834350197
2021-07-02,157.62129444857786
2021-07-03,152.21801760220706
2021-07-04,155.1421518643014
2021-07-05,153.40344379451176
2021-07-06,159.49721628567883
2021-07-07,154.41320124864592
2021-07-08,154.32065756109176
2021-07-09,150.07596929168656
2021-07-10,149.21355787361517
2021-07-11,149.02086678986691
2021-07-12,152.70606728821627
2021-07-13,148.19928788420077
2021-07-14,151.34583780486636
2021-07-15,159.89107654132724
2021-07-16,153.51307085047046
2021-07-17,147.1987763105376
2021-07-18,154.5361771598594
2021-07-19,146.222288576198
2021-07-20,137.8373983979081
2021-07-21,142.7870666206741
2021-07-22,138.30832593782551
2021-07-23,145.77586492140722
2021-07-24,147.53393585053357
2021-07-25,155.77046496491863
2021-07-26,149.00798021974336
2021-07-27,146.30199105292198
2021-07-28,151.6080576867526
2021-07-29,136.50841964789834
2021-07-30,148.88475399369784
2021-07-31,151.74294277666098
2021-08-01,140.7166481622133
2021-08-02,154.08786122674607
2021-08-03,150.35900331933246
2021-08-04,146.92465030365244
2021-08-05,152.5357789222661
2021-08-06,161.13125433882345
2021-08-07,151.1269731727173
2021-08-08,151.93118453634432
2021-08-09,148.89683227767685
2021-08-10,147.47749012062795
2021-08-11,156.43927408888817
2021-08-12,148.59404461947244
2021-08-13,153.84322448253957
2021-08-14,151.73007636742028
2021-08-15,157.1661665859866
2021-08-16,157.11022935859006
2021-08-17,161.31576123332837
2021-08-18,154.2772960292011
2021-08-19,156.18812412136774
2021-08-20,153.3621929627088
2021-08-21,156.7590044753686
2021-08-22,161.59490997129043
2021-08-23,164.22228207007393
2021-08-24,156.55395191779368
2021-08-25,166.23627498243945
2021-08-26,169.38346374076085
2021-08-27,165.38060063731945
2021-08-28,173.39427496129673
2021-08-29,160.82457788998258
2021-08-30,159.13753061818977
2021-08-31,157.1162925187476
2021-09-01,174.1188433793539
2021-09-02,170.51672616199352
2021-09-03,167.5487969384326
2021-09-04,169.7820272471706
2021-09-05,163.28204340047745
2021-09-06,181.63570439867
2021-09-07,170.51908629459464
2021-09-08,170.85312318928476
2021-09-09,174.3339670125655
2021-09-10,173.47379865107408
2021-09-11,172.5153830660734
2021-09-12,167.73349487720182
2021-09-13,174.29505633731898
2021-09-14,181.56102754227177
2021-09-15,179.0520917001228
2021-09-16,180.42561433836335
2021-09-17,169.99875910236742
2021-09-18,167.66245575619564
2021-09-19,171.9978495292217
2021-09-20,172.88270622869373
2021-09-21,178.0138156784726
2021-09-22,163.98142818345065
2021-09-23,179.95530075491791
2021-09-24,171.34514651445437
2021-09-25,169.79333397255974
2021-09-26,166.62590340315074
2021-09-27,163.13831062309882
2021-09-28,175.22357704235745
2021-09-29,171.1400069673818
2021-09-30,163.96158634955597
2021-10-01,163.5480788662814
2021-10-02,167.93266911145466
2021-10-03,177.5228827164872
2021-10-04,167.42617476429706
2021-10-05,160.73713688468771
2021-10-06,166.53747964804316
2021-10-07,165.9028639246641
2021-10-08,153.2716507793325
2021-10-09,165.96594147837718
2021-10-10,164.5582514585766
2021-10-11,168.66611062829438
2021-10-12,173.90114354538477
2021-10-13,169.7620886745816
2021-10-14,162.26181694680403
2021-10-15,157.55718817289622
2021-10-16,175.4491725789926
2021-10-17,162.3824226086952
2021-10-18,161.6736922196857
2021-10-19,161.01719710054283
2021-10-20,161.6803240650864
2021-10-21,159.54064400056728
2021-10-22,156.98923608323247
2021-10-23,156.74290272252085
2021-10-24,158.95953355091606
2021-10-25,156.08052499064766
2021-10-26,154.9376989580314
2021-10-27,158.76985336861833
2021-10-28,156.73152654171804
2021-10-29,165.32933447282764
2021-10-30,144.3928989280496
2021-10-31,162.980117172771
2021-11-01,163.66519112061607
2021-11-02,147.01808665379437
2021-11-03,155.6605554003306
2021-11-04,155.54486700788505
2021-11-05,150.4319980512391
2021-11-06,153.68749446756635
2021-11-07,152.17022888278575
2021-11-08,166.6703157504119
2021-11-09,162.81219702604514
2021-11-10,164.75491488295606
2021-11-11,162.30668139560984
2021-11-12,153.3912960403522
2021-11-13,156.7882978529041
2021-11-14,162.26714226143866
2021-11-15,154.15280367293784
2021-11-16,164.30405445734587
2021-11-17,160.04401626042187
2021-11-18,159.90747410749708
2021-11-19,165.8999433446684
2021-11-20,165.15582313576485
2021-11-21,161.74290177644292
2021-11-22,169.9794414735805
2021-11-23,159.43225402482847
2021-11-24,168.5895518141374
2021-11-25,169.16294535073362
2021-11-26,165.35021121165443
2021-11-27,169.2396776667633
2021-11-28,162.0726625771636
2021-11-29,173.6732839472723
2021-11-30,168.8567862399103
2021-12-01,167.89657598769867
2021-12-02,176.48239095306818
2021-12-03,168.43856002077493
2021-12-04,165.63422259597695
2021-12-05,165.60051423560637
2021-12-06,177.10932083581204
2021-12-07,168.3588603275967
2021-12-08,184.20053899863214
2021-12-09,165.664070951268
2021-12-10,185.18257535884132
2021-12-11,178.35930008646628
2021-12-12,177.39991780522817
2021-12-13,175.71161507205434
2021-12-14,180.95628485781256
2021-12-15,179.26681334609128
2021-12-16,185.43430846413236
2021-12-17,180.91874479165784
2021-12-18,181.4946143385043
2021-12-19,179.2850668027457
2021-12-20,181.14191757930527
2021-12-21,183.25178438469385
2021-12-22,173.40993978302765
2021-12-23,175.42915231898155
2021-12-24,186.05655724405628
2021-12-25,183.3253039326952
2021-12-26,181.64226148839748
2021-12-27,182.70604591289901
2021-12-28,184.36417090425732
2021-12-29,179.90088501835768
2021-12-30,178.64311669335393
2021-12-31,183.41101240409964
2022-01-01,177.40005952824836
2022-01-02,184.15726488193343
2022-01-03,173.39219268411816
2022-01-04,186.80626020376
2022-01-05,183.746465662098
2022-01-06,182.35573931226253
2022-01-07,185.6518874739936
2022-01-08,188.70110532672325
2022-01-09,185.0551806406959
2022-01-10,170.36479269812392
2022-01-11,172.73538252733962
2022-01-12,175.55366751514214
2022-01-13,178.33529535146027
2022-01-14,180.3050675316639
2022-01-15,173.58716420197334
2022-01-16,177.63838301732775
2022-01-17,172.40827343225737
2022-01-18,172.6026605755719
2022-01-19,168.0988998813044
2022-01-20,169.98737315099754
2022-01-21,167.3183150316686
2022-01-22,168.67491418274696
2022-01-23,178.3068373987721
2022-01-24,167.78522247812296
2022-01-25,185.1993547084992
2022-01-26,174.0232526976403
2022-01-27,172.0163510309236
2022-01-28,166.35440979281185
2022-01-29,173.72245684532206
2022-01-30,166.9401851763692
2022-01-31,170.05063598053434
2022-02-01,181.88985771893493
2022-02-02,168.28640362113651
2022-02-03,174.22042988136457
2022-02-04,164.69718636128943
2022-02-05,167.81020430817188
2022-02-06,176.64559839375568
2022-02-07,164.49873979216497
2022-02-08,176.57434986961312
2022-02-09,170.96682706740708
2022-02-10,164.5698503038947
2022-02-11,170.5370734376429
2022-02-12,172.26981542772413
2022-02-13,170.58752857089596
2022-02-14,159.7383312358526
2022-02-15,164.1042425184991
2022-02-16,166.69210706989816
2022-02-17,167.7862486378553
2022-02-18,171.52892688974848
2022-02-19,169.61899651607283
2022-02-20,162.3956593487073
2022-02-21,171.35126840606185
2022-02-22,172.91601572746436
2022-02-23,173.10852034620459
2022-02-24,176.19225635051674
2022-02-25,175.4675541350998
2022-02-26,174.13262111351372
2022-02-27,172.05212150521166
2022-02-28,164.6899834474897
2022-03-01,175.7583814198057
2022-03-02,175.28585699599992
2022-03-03,176.2619433606871
2022-03-04,169.1942385190418
2022-03-05,170.86166334059672
2022-03-06,182.23437874212317
2022-03-07,177.48283205814826
2022-03-08,181.80800988691635
2022-03-09,179.26745111470808
2022-03-10,180.00297449907126
2022-03-11,185.27444481359368
2022-03-12,178.72964525338395
2022-03-13,182.51284859750385
2022-03-14,180.4363160397719
2022-03-15,181.28129770999058
2022-03-16,182.60224684737966
2022-03-17,185.93899734990327
2022-03-18,183.09840476329353
2022-03-19,192.41611703506163
2022-03-20,182.28870206488713
2022-03-21,186.42892283323067
2022-03-22,185.7413256234371
2022-03-23,195.72484289229575
2022-03-24,189.99419360765452
2022-03-25,194.66193610637507
2022-03-26,182.53448570344895
2022-03-27,191.72397201267924
2022-03-28,195.2288762651321
2022-03-29,191.54855801747578
2022-03-30,196.78435632451303
2022-03-31,189.15286031473374
2022-04-01,199.03019893033186
2022-04-02,203.6833528860728
2022-04-03,190.5408949739124
2022-04-04,190.25436415748155
2022-04-05,199.83604607893565
2022-04-06,200.51474011851437
2022-04-07,190.01105071135012
2022-04-08,190.49396632010738
2022-04-09,191.117121275968
2022-04-10,185.69719816402014
2022-04-11,187.6826772289011
2022-04-12,187.07576257062104
2022-04-13,188.04315676976964
2022-04-14,191.46079046141224
2022-04-15,192.5251272410891
2022-04-16,198.79566682259514
2022-04-17,185.71140226986535
2022-04-18,195.25743023565377
2022-04-19,188.87300596919545
2022-04-20,189.27919918213775
2022-04-21,192.46266092418148
2022-04-22,183.01760498801679
2022-04-23,190.06872575833242
2022-04-24,188.4994826744729
2022-04-25,189.62743659891393
2022-04-26,188.09877731890083
2022-04-27,198.40940528440515
2022-04-28,182.41884408283426
2022-04-29,182.42434093223488
2022-04-30,181.43503171303078
2022-05-01,181.24687044813166
2022-05-02,180.315432937173
2022-05-03,188.93261420594584
2022-05-04,189.58469794931733
2022-05-05,179.13496682039292
2022-05-06,177.34766569809995
2022-05-07,183.40378134181344
2022-05-08,177.84158877702055
2022-05-09,183.34425558047752
2022-05-10,180.79406513991708
2022-05-11,171.8255222530534
2022-05-12,186.79338045232157
2022-05-13,187.7154467772851
2022-05-14,175.3825717303952
2022-05-15,176.25025778232128
2022-05-16,179.3935516601164
2022-05-17,179.44646028126252
2022-05-18,180.9124891961982
2022-05-19,187.55302834522084
2022-05-20,176.53701517403644
2022-05-21,173.38823179229456
2022-05-22,170.4798716805245
2022-05-23,173.75775922173278
2022-05-24,177.32216166444104
2022-05-25,186.5755161864713
2022-05-26,175.16908530110314
2022-05-27,179.0697662841862
2022-05-28,178.10129650232614
2022-05-29,184.39633763145412
2022-05-30,191.39769384265912
2022-05-31,176.4542237247911
2022-06-01,177.0428111175329
2022-06-02,185.1270457746057
2022-06-03,183.76547408438267
2022-06-04,190.0714879284727
2022-06-05,184.27017636255124
2022-06-06,180.09567744507083
2022-06-07,185.414286945485
2022-06-08,188.5988242735273
2022-06-09,187.77547527959396
2022-06-10,186.84860990658933
2022-06-11,190.30407420710202
2022-06-12,191.4927173423775
2022-06-13,193.24737505892207
2022-06-14,190.28293826353462
2022-06-15,186.9166917757364
2022-06-16,189.2064053336001
2022-06-17,195.2311442764838
2022-06-18,185.84241730189308
2022-06-19,192.49920712629242
2022-06-20,189.41565421591508
2022-06-21,192.2478657636908
2022-06-22,199.21102155721272
2022-06-23,194.47927531533622
2022-06-24,194.448985469188
2022-06-25,188.0962051184832
2022-06-26,199.28880911539108
2022-06-27,199.42816779788942
2022-06-28,207.639228579581
2022-06-29,195.88320967559426
2022-06-30,199.09196274306336
2022-07-01,199.79032969744904
2022-07-02,206.9491997387647
2022-07-03,199.0736449991334
2022-07-04,201.40155219344376
2022-07-05,203.46897293940162
2022-07-06,201.75102868426393
2022-07-07,198.93861409210433
2022-07-08,202.45733836003163
2022-07-09,207.13360632536387
2022-07-10,196.87317750267246
2022-07-11,202.87210159900053
2022-07-12,198.86894020965914
2022-07-13,208.46761438187383
2022-07-14,194.95973965138643
2022-07-15,199.82488032517
2022-07-16,204.51010934607245
2022-07-17,210.41735335564152
2022-07-18,202.18831951647257
2022-07-19,199.63074835422566
2022-07-20,211.66537616816504
2022-07-21,194.8365135770398
2022-07-22,190.86481251359365
