date,sales
2020-03-26,210.1435358095859
2020-03-27,224.39362722384777
2020-03-28,225.3841942407309
2020-03-29,225.32587750668083
2020-03-30,239.5820312594395
2020-03-31,231.7098890295866
2020-04-01,232.0143964362444
2020-04-02,208.5659586977648
2020-04-03,212.34697478734995
2020-04-04,218.51818868013197
2020-04-05,216.28951628844877
2020-04-06,237.67035963092516
2020-04-07,233.56810669175894
2020-04-08,222.55620106734088
2020-04-09,213.37646907059107
2020-04-10,201.5645338723086
2020-04-11,218.2863319622813
2020-04-12,227.5099933603421
2020-04-13,226.6579146846776
2020-04-14,229.2753972295724
2020-04-15,226.43556948617095
2020-04-16,234.43362410112104
2020-04-17,217.27302260533182
2020-04-18,224.83703097422668
2020-04-19,229.92133204518004
2020-04-20,215.1817226716468
2020-04-21,230.27215358893824
2020-04-22,222.6068990936966
2020-04-23,239.77443958805452
2020-04-24,213.13483634455903
2020-04-25,224.769392546182
2020-04-26,229.77250998578873
2020-04-27,222.09820064547168
2020-04-28,241.34305302622928
2020-04-29,228.86373407186346
2020-04-30,222.35471793351152
2020-05-01,205.22983480475918
2020-05-02,235.0103300476978
2020-05-03,215.29312130865537
2020-05-04,238.80943542489877
2020-05-05,250.93949727786836
2020-05-06,210.52375335193466
2020-05-07,207.83110526735143
2020-05-08,214.33526323400253
2020-05-09,214.92842189746338
2020-05-10,212.75194567057216
2020-05-11,232.5400141132993
2020-05-12,217.2924207757912
2020-05-13,224.01298976518495
2020-05-14,203.11566562371434
2020-05-15,227.62224967367644
2020-05-16,210.8835956554336
2020-05-17,223.76018175556496
2020-05-18,238.68152206241285
2020-05-19,214.26901960202989
2020-05-20,220.18460853744392
2020-05-21,223.985526328947
2020-05-22,194.62402790215805
2020-05-23,219.1107106648298
2020-05-24,228.1006905096682
2020-05-25,236.8590077196763
2020-05-26,212.67649743135334
2020-05-27,203.1482544115188
2020-05-28,214.55135984192407
2020-05-29,212.0621582877139
2020-05-30,218.1389368764669
2020-05-31,227.31275206670074
2020-06-01,220.56430330066894
2020-06-02,225.6702768335806
2020-06-03,217.5638506226164
2020-06-04,200.44791793781135
2020-06-05,225.98934590402968
2020-06-06,218.59205282115326
2020-06-07,210.13600672976708
2020-06-08,232.11255091878712
2020-06-09,211.76572157398024
2020-06-10,220.651751179605
2020-06-11,217.3087997751917
2020-06-12,197.2404787101959
2020-06-13,221.58813650836268
2020-06-14,224.26311879984894
2020-06-15,231.84017046433434
2020-06-16,238.5399823745605
2020-06-17,208.37417638899794
2020-06-18,196.22095443679402
2020-06-19,194.5766343908325
2020-06-20,201.81044212116853
2020-06-21,217.36884646619887
2020-06-22,225.0267210762357
2020-06-23,220.3263682377314
2020-06-24,217.0797722012748
2020-06-25,201.86139308618775
2020-06-26,215.9740569498803
2020-06-27,205.28349882405269
2020-06-28,243.29836899892192
2020-06-29,225.8246884514633
2020-06-30,206.937407668754
2020-07-01,196.04595750497273
2020-07-02,204.50117208766218
2020-07-03,197.14800484606062
2020-07-04,213.01354347404143
2020-07-05,218.7727920453369
2020-07-06,216.7844435588828
2020-07-07,204.9874548743344
2020-07-08,189.555221536264
2020-07-09,193.1632228415789
2020-07-10,205.90236793187023
2020-07-11,205.9747547276078
2020-07-12,199.5485454901739
2020-07-13,217.21600385657794
2020-07-14,215.28667615120506
2020-07-15,193.85058009029012
2020-07-16,197.15913427006782
2020-07-17,195.9227256273701
2020-07-18,190.41581520635452
2020-07-19,213.6056422672101
2020-07-20,219.1246987813005
2020-07-21,220.30818308052244
2020-07-22,211.28353507917757
2020-07-23,179.91442027786272
2020-07-24,184.04516445086432
2020-07-25,205.09286393574874
2020-07-26,213.27750472841623
2020-07-27,216.7947528132205
2020-07-28,246.14861166496814
2020-07-29,204.61490245772637
2020-07-30,203.22475785056284
2020-07-31,201.15956751274783
2020-08-01,204.6713438079693
2020-08-02,203.221289715776
2020-08-03,217.4883481720248
2020-08-04,198.16808793536666
2020-08-05,194.8341320278435
2020-08-06,185.33367195744867
2020-08-07,190.77898384540703
2020-08-08,219.66779081218797
2020-08-09,186.08877322356432
2020-08-10,215.17295085076927
2020-08-11,188.20569802131337
2020-08-12,190.94490609653417
2020-08-13,199.56466889218603
2020-08-14,189.11739809905362
2020-08-15,184.2851560929249
2020-08-16,196.1773653517458
2020-08-17,213.70340943627974
2020-08-18,195.65489794100898
2020-08-19,196.4836530498392
2020-08-20,187.8153603238426
2020-08-21,180.6732029951673
2020-08-22,215.24726693174338
2020-08-23,208.44590342019723
2020-08-24,185.46387120306883
2020-08-25,203.66298334482187
2020-08-26,186.57353623519765
2020-08-27,194.78920416044096
2020-08-28,178.2025507680754
2020-08-29,191.63275387244073
2020-08-30,206.16302659244695
2020-08-31,213.41383565849202
2020-09-01,188.87139627702177
2020-09-02,188.95761930262975
2020-09-03,180.6623257821496
2020-09-04,178.7774073289974
2020-09-05,209.65398106836437
2020-09-06,204.41900485677246
2020-09-07,191.44051550986796
2020-09-08,209.3834014123323
2020-09-09,212.89226729647595
2020-09-10,195.1424479071607
2020-09-11,169.56123858927072
2020-09-12,186.63982685020008
2020-09-13,212.55977521471303
2020-09-14,196.53312871235207
2020-09-15,204.2426706170079
2020-09-16,199.0561884640182
2020-09-17,175.22729185667234
2020-09-18,183.87834334860224
2020-09-19,158.82819715592078
2020-09-20,189.44570968256858
2020-09-21,200.92344679939876
2020-09-22,187.2064832589709
2020-09-23,207.5544727423526
2020-09-24,170.1564947925463
2020-09-25,180.07537939104492
2020-09-26,192.59152204255886
2020-09-27,214.18667394115406
2020-09-28,189.21604970992948
2020-09-29,211.48274998651337
2020-09-30,191.54079649380256
2020-10-01,174.8922791288079
2020-10-02,189.38769681029234
2020-10-03,193.6069493883059
2020-10-04,194.145412155286
2020-10-05,204.68772876976752
2020-10-06,196.45439087452104
2020-10-07,193.07140000827314
2020-10-08,191.86773572954525
2020-10-09,201.20714040384257
2020-10-10,179.8596863999025
2020-10-11,222.1405021756313
2020-10-12,185.17242357743518
2020-10-13,199.53417116579755
2020-10-14,198.6046788800193
2020-10-15,188.88228420473862
2020-10-16,179.98642913727144
2020-10-17,191.06343380491236
2020-10-18,196.82717216320137
2020-10-19,199.78668868224477
2020-10-20,210.57491095855985
2020-10-21,197.3581625477709
2020-10-22,180.24919152801795
2020-10-23,196.35454253754205
2020-10-24,197.40173327451689
2020-10-25,211.10860005044168
2020-10-26,213.23787944707797
2020-10-27,195.08838252790173
2020-10-28,189.52354695586095
2020-10-29,196.02618815352676
2020-10-30,194.87452281132607
2020-10-31,195.5689960110082
2020-11-01,205.63919890200205
2020-11-02,221.2405224734675
2020-11-03,199.02089072381082
2020-11-04,202.19023518844065
2020-11-05,188.16049365319034
2020-11-06,188.2580618335409
2020-11-07,208.46433106697066
2020-11-08,214.4527370887276
2020-11-09,218.36530729473637
2020-11-10,219.79099997871813
2020-11-11,198.7617481054863
2020-11-12,198.86680064367852
2020-11-13,189.22901132882404
2020-11-14,202.64652775585512
2020-11-15,206.8564744527825
2020-11-16,213.19005557263142
2020-11-17,214.70773557520354
2020-11-18,192.41903063376117
2020-11-19,215.04974301386054
2020-11-20,184.37866453870174
2020-11-21,189.39817782661703
2020-11-22,221.9017255539222
2020-11-23,222.32641047681665
2020-11-24,217.2134826083713
2020-11-25,209.1266910672909
2020-11-26,196.27072065950222
2020-11-27,187.75836513061174
2020-11-28,204.61435780277967
2020-11-29,205.88884400390356
2020-11-30,226.52383248195548
2020-12-01,211.88697401240566
2020-12-02,196.99533701177995
2020-12-03,195.60760397465506
2020-12-04,203.30908349855716
2020-12-05,200.68789192745095
2020-12-06,206.9264206315249
2020-12-07,221.71637635108215
2020-12-08,218.33215009853026
2020-12-09,202.72323776259552
2020-12-10,196.6702151971091
2020-12-11,204.07552590182127
2020-12-12,194.43501493745586
2020-12-13,203.6795081031676
2020-12-14,214.71471630483387
2020-12-15,216.3811286494282
2020-12-16,213.54764694228248
2020-12-17,218.79216889307855
2020-12-18,213.0010550576865
2020-12-19,209.99664292368837
2020-12-20,220.2542017811926
2020-12-21,214.57343862217294
2020-12-22,221.0387031227224
2020-12-23,210.26818204230733
2020-12-24,209.98925220914737
2020-12-25,198.88216976801368
2020-12-26,219.52537005664564
2020-12-27,238.5127800785737
2020-12-28,226.25660083001898
2020-12-29,227.99015595292863
2020-12-30,222.80843694170656
2020-12-31,205.50440406937412
2021-01-01,211.89358596576352
2021-01-02,216.95704424889536
2021-01-03,226.66176475988223
2021-01-04,222.1134787995366
2021-01-05,226.71664036492194
2021-01-06,223.38396972232349
2021-01-07,226.52288932119185
2021-01-08,221.99539633162857
2021-01-09,241.10941490552491
2021-01-10,220.75373235067963
2021-01-11,241.30401353826156
2021-01-12,231.0365092242296
2021-01-13,243.02718206266215
2021-01-14,206.64654894027478
2021-01-15,206.71576018065454
2021-01-16,216.2854680444884
2021-01-17,209.88087270879873
2021-01-18,230.00600361454485
2021-01-19,224.28394370597496
2021-01-20,225.29401917719187
2021-01-21,220.79608382354849
2021-01-22,236.5110627514517
2021-01-23,234.40671565080328
2021-01-24,227.9599106403828
2021-01-25,228.87389043261052
2021-01-26,239.37364734590156
2021-01-27,213.15097699800788
2021-01-28,238.23972710053886
2021-01-29,232.07310865300244
2021-01-30,222.72216674270433
2021-01-31,219.09050130624863
2021-02-01,253.87047967850665
2021-02-02,235.76296702079335
2021-02-03,241.16495060505986
2021-02-04,206.3932934146812
2021-02-05,216.6757297176901
2021-02-06,229.83487090943848
2021-02-07,239.03730412427575
2021-02-08,238.15330331075876
2021-02-09,245.43503388206744
2021-02-10,220.38414288244547
2021-02-11,223.16215634044605
2021-02-12,226.09507729160754
2021-02-13,237.12316907839792
2021-02-14,247.85315333130788
2021-02-15,233.54966469166817
2021-02-16,225.9796114407265
2021-02-17,245.92290303275144
2021-02-18,229.96593445214071
2021-02-19,219.43464927612803
2021-02-20,249.48774842166125
2021-02-21,243.86076568072116
2021-02-22,258.52516069979015
2021-02-23,243.90066042322522
2021-02-24,255.62649577184902
2021-02-25,246.0367931727367
2021-02-26,226.2377312935487
2021-02-27,245.46663273330853
2021-02-28,250.89888832528962
2021-03-01,262.1256173124326
2021-03-02,235.24895577973177
2021-03-03,243.5174564889652
2021-03-04,240.6703845581331
2021-03-05,212.70719182415388
2021-03-06,225.44965088636113
2021-03-07,225.54786925451387
2021-03-08,247.20370627010925
2021-03-09,253.49516858442348
2021-03-10,253.06483382747794
2021-03-11,232.17386871930375
2021-03-12,247.88968831757182
2021-03-13,224.75204888842245
2021-03-14,230.13880299620936
2021-03-15,250.53608185988733
2021-03-16,251.31528304115238
2021-03-17,238.83005856785473
2021-03-18,211.83487638204508
2021-03-19,231.74912781631994
2021-03-20,226.50537956724384
2021-03-21,254.82638837459422
2021-03-22,255.67442167327147
2021-03-23,238.95238827350633
2021-03-24,234.85441596883376
2021-03-25,222.71261903039417
2021-03-26,232.76824016481146
2021-03-27,249.815327108223
2021-03-28,238.94525059940142
2021-03-29,257.68067595719396
2021-03-30,243.63922167894515
2021-03-31,232.61373758443767
2021-04-01,232.74254155726743
2021-04-02,223.50936228557907
2021-04-03,235.15279424084588
2021-04-04,237.20772234336897
2021-04-05,272.6300491984989
2021-04-06,249.5956196078056
2021-04-07,233.8050107591087
2021-04-08,236.17108469800908
2021-04-09,232.91562498286524
2021-04-10,238.61544206678965
2021-04-11,255.4228133091768
2021-04-12,260.6113899482894
2021-04-13,243.95044536782282
2021-04-14,235.0156139492022
2021-04-15,231.21146899542285
2021-04-16,210.909688249527
2021-04-17,225.52265212480955
2021-04-18,262.7588921673885
2021-04-19,269.25473185989335
2021-04-20,246.49374912559625
2021-04-21,246.22811343395006
2021-04-22,236.7235255095726
2021-04-23,264.327244057696
2021-04-24,251.44056523532677
2021-04-25,247.34217509349241
2021-04-26,242.7420423747231
2021-04-27,232.37348279858375
2021-04-28,241.9127263590944
2021-04-29,225.42504904894287
2021-04-30,218.65570562787627
2021-05-01,233.08146727843513
2021-05-02,237.07113433249245
2021-05-03,268.39733094694395
2021-05-04,256.446347824391
2021-05-05,238.95424705248504
2021-05-06,246.90811402937564
2021-05-07,232.736638658575
2021-05-08,229.9840382078759
2021-05-09,262.1328953717525
2021-05-10,255.8958065333534
2021-05-11,236.20443675628724
2021-05-12,236.0441065631581
2021-05-13,222.23300699991145
2021-05-14,216.98290712804706
2021-05-15,246.67448109914815
2021-05-16,264.7799770441322
2021-05-17,235.27398049848603
2021-05-18,250.92880760284575
2021-05-19,230.13303317625304
2021-05-20,224.7801405494293
2021-05-21,223.51990892787123
2021-05-22,227.3769887471039
2021-05-23,244.74698154314842
2021-05-24,239.49839857327788
2021-05-25,246.52474914330068
2021-05-26,234.631506886167
2021-05-27,225.73025569217688
2021-05-28,218.81102290080287
2021-05-29,228.66702853785114
2021-05-30,250.20912882956944
2021-05-31,251.1867079071334
2021-06-01,232.39103584206376
2021-06-02,234.45098254950128
2021-06-03,233.93534271639524
2021-06-04,209.47291205727316
2021-06-05,238.12783169965374
2021-06-06,234.26826821905348
2021-06-07,250.10323795584847
2021-06-08,232.7347684546867
2021-06-09,213.59130280455884
2021-06-10,208.31084551812864
2021-06-11,224.79559358765158
2021-06-12,233.4228666601118
2021-06-13,229.96704065859876
2021-06-14,248.88382746157467
2021-06-15,221.83842722611269
2021-06-16,229.05187985667143
2021-06-17,210.53562217110328
2021-06-18,215.84353544986234
2021-06-19,229.3351004513124
2021-06-20,228.43055005017806
2021-06-21,236.6665171864061
2021-06-22,246.52110997080263
2021-06-23,221.93939161159295
2021-06-24,228.99011298578944
2021-06-25,209.04471014319572
2021-06-26,232.13221360434088
2021-06-27,249.41730740081596
2021-06-28,213.75714981304083
2021-06-29,226.44604309663927
2021-06-30,231.4318452243738
2021-07-01,216.5522609931937
2021-07-02,222.00018019815425
2021-07-03,218.7393937258515
2021-07-04,233.81143558997795
2021-07-05,234.86029383708117
2021-07-06,244.03655473451784
2021-07-07,226.15005009721884
2021-07-08,219.90515029647727
2021-07-09,212.11876310075527
2021-07-10,217.85510777930352
2021-07-11,226.57570312636915
2021-07-12,238.3218663679702
2021-07-13,226.11440678740945
2021-07-14,224.4750521457854
2021-07-15,235.26124196107787
2021-07-16,222.93424046547568
2021-07-17,217.46444554671348
2021-07-18,240.9156826804794
2021-07-19,228.30829211232674
2021-07-20,207.96484163026705
2021-07-21,209.5290993871993
2021-07-22,193.84348305921793
2021-07-23,208.76421869727275
2021-07-24,218.9780954071085
2021-07-25,243.7506929886982
2021-07-26,233.75531265918525
2021-07-27,224.2669582495238
2021-07-28,226.03144074075007
2021-07-29,188.58367528904887
2021-07-30,212.79598191073765
2021-07-31,224.68055104540588
2021-08-01,210.39659243594724
2021-08-02,240.13849938486206
2021-08-03,228.07726455544193
2021-08-04,211.8388858068393
2021-08-05,215.29789036251202
2021-08-06,231.44308565214487
2021-08-07,217.108767644104
2021-08-08,226.005353330477
2021-08-09,222.47112380793192
2021-08-10,214.58129977315218
2021-08-11,222.70681609122175
2021-08-12,198.845750094828
2021-08-13,207.91372610547972
2021-08-14,209.00138611264057
2021-08-15,226.82730118149274
2021-08-16,228.9427525829689
2021-08-17,232.02412020524278
2021-08-18,207.90037693714066
2021-08-19,203.33354652595347
2021-08-20,196.06526897505367
2021-08-21,208.0195069818227
2021-08-22,224.52511641760378
2021-08-23,231.92123986282516
2021-08-24,211.20337827355917
2021-08-25,220.5044652494567
2021-08-26,218.42855040588393
2021-08-27,208.85958889397583
2021-08-28,230.13562659583874
2021-08-29,211.9527711772965
2021-08-30,210.87709891187703
2021-08-31,201.64426963191795
2021-09-01,225.80983581043782
2021-09-02,210.49174853182691
2021-09-03,203.280623930792
2021-09-04,213.3142628147367
2021-09-05,207.6187141976806
2021-09-06,247.00048611960315
2021-09-07,219.9797178852335
2021-09-08,211.23641197802252
2021-09-09,210.53617980147826
2021-09-10,208.01463662257402
2021-09-11,212.1594332022199
2021-09-12,210.41309871028756
2021-09-13,226.74037880810403
2021-09-14,237.02922700591546
2021-09-15,223.15713280884484
2021-09-16,218.8100742226464
2021-09-17,197.73153014427024
2021-09-18,199.70334602764672
2021-09-19,216.7786327241536
2021-09-20,222.34164733737992
2021-09-21,228.94981959893926
2021-09-22,192.61759099493733
2021-09-23,218.05354989393234
2021-09-24,201.18411969610366
2021-09-25,205.2918955304578
2021-09-26,207.91768552134292
2021-09-27,205.27907720892173
2021-09-28,226.32396520843037
2021-09-29,210.40095987236307
2021-09-30,190.02523508826005
2021-10-01,190.02151714182781
2021-10-02,206.4523163041655
2021-10-03,235.0197823364834
2021-10-04,219.56396657681663
2021-10-05,203.43446971401121
2021-10-06,207.62538625776304
2021-10-07,200.6540227663687
2021-10-08,176.50119910520223
2021-10-09,209.806277976936
2021-10-10,216.60053195623212
2021-10-11,229.74343269418662
2021-10-12,237.6180476968404
2021-10-13,222.05206084689294
2021-10-14,201.43686683131187
2021-10-15,193.1900867066141
2021-10-16,236.90876121766624
2021-10-17,220.3685136915521
2021-10-18,223.82747688549605
2021-10-19,219.834248957008
2021-10-20,213.75429283812062
2021-10-21,203.70901748981697
2021-10-22,199.58522659817535
2021-10-23,206.81249572599987
2021-10-24,220.5939160969794
2021-10-25,219.4380180122946
2021-10-26,214.16983935359877
2021-10-27,214.09900228351597
2021-10-28,203.9022920836207
2021-10-29,221.69912622251482
2021-10-30,187.14635167614338
2021-10-31,233.24879369214585
2021-11-01,238.78239153350745
2021-11-02,202.05034106315105
2021-11-03,211.13010655353492
2021-11-04,204.29592757291803
2021-11-05,194.17798340841935
2021-11-06,207.50705095939986
2021-11-07,212.89202042708465
2021-11-08,245.54279463921642
2021-11-09,233.8736758486402
2021-11-10,229.03887086342675
2021-11-11,217.02666416831403
2021-11-12,198.7950309558437
2021-11-13,211.90486592571048
2021-11-14,230.78832952296762
2021-11-15,217.7271137999327
2021-11-16,233.60620761650154
2021-11-17,215.90995091987807
2021-11-18,208.08168886604525
2021-11-19,219.24467612698805
2021-11-20,223.6713010296457
2021-11-21,224.3920817114378
2021-11-22,243.67688964601828
2021-11-23,217.82830186124087
2021-11-24,226.6622485853851
2021-11-25,219.97702863824037
2021-11-26,211.28161056036546
2021-11-27,224.7573162681719
2021-11-28,217.78267809754686
2021-11-29,243.64011007079287
2021-11-30,229.12975807291312
2021-12-01,217.63851392134274
2021-12-02,226.92137170650275
2021-12-03,209.74071105313476
2021-12-04,209.83964708532875
2021-12-05,217.17638223649166
2021-12-06,242.92876462682858
2021-12-07,220.66264938054474
2021-12-08,242.92055503476186
2021-12-09,198.13692192931262
2021-12-10,236.29107217806447
2021-12-11,228.59357058309783
2021-12-12,234.35080042547082
2021-12-13,234.01019514222105
2021-12-14,240.06382530877218
2021-12-15,227.6159204718649
2021-12-16,232.62235060741872
2021-12-17,223.11468675178014
2021-12-18,230.64442199598116
2021-12-19,234.3512417194576
2021-12-20,241.57009964399342
2021-12-21,241.84069986745837
2021-12-22,213.59015732073993
2021-12-23,210.815711882296
2021-12-24,232.12124835059313
2021-12-25,233.57351864482524
2021-12-26,238.87755085593994
2021-12-27,245.0597719027693
2021-12-28,244.97952632048296
2021-12-29,228.03971449024914
2021-12-30,219.2637230986229
2021-12-31,229.39928855442952
2022-01-01,224.92168097923832
2022-01-02,247.64202342464085
2022-01-03,230.69253798169646
2022-01-04,254.6382992982033
2022-01-05,241.00567435658073
2022-01-06,232.44807308181498
2022-01-07,240.10663135096485
2022-01-08,254.11018012313158
2022-01-09,256.4496666070094
2022-01-10,232.05183591592458
2022-01-11,234.28820379055338
2022-01-12,232.7630643000071
2022-01-13,232.873852161401
2022-01-14,238.17439026678582
2022-01-15,232.90828807865694
2022-01-16,250.87543777011817
2022-01-17,245.59937087804454
2022-01-18,243.65154208828855
2022-01-19,227.61682026314753
2022-01-20,226.04153778012798
2022-01-21,222.12994627788183
2022-01-22,233.04336943724883
2022-01-23,262.16727086143993
2022-01-24,246.26832855836835
2022-01-25,278.6850240813236
2022-01-26,249.19579554976315
2022-01-27,239.68545923397028
2022-01-28,229.60982990845145
2022-01-29,252.3345538476088
2022-01-30,248.3859206277924
2022-01-31,259.47531499329193
2022-02-01,280.4357676063961
2022-02-02,245.75592738619082
2022-02-03,251.76330967698922
2022-02-04,233.5740740196343
2022-02-05,247.3723426499875
2022-02-06,274.2188158950305
2022-02-07,254.3311978584316
2022-02-08,275.2816098923761
2022-02-09,256.092214823265
2022-02-10,236.919468346136
2022-02-11,249.17829684948245
2022-02-12,259.6704130784852
2022-02-13,264.92525598640117
2022-02-14,247.06812760119539
2022-02-15,252.0278801386538
2022-02-16,248.65372770268547
2022-02-17,243.88558945157314
2022-02-18,251.11778357611988
2022-02-19,253.74927225875538
2022-02-20,247.35116070575373
2022-02-21,268.53936809753316
2022-02-22,267.3412125988457
2022-02-23,258.6315409985523
2022-02-24,257.3106127073826
2022-02-25,255.090874562062
2022-02-26,258.3719211783531
2022-02-27,261.77764173559723
2022-02-28,249.8688897439592
2022-03-01,267.23865021529053
2022-03-02,256.7832281672817
2022-03-03,250.85651918974176
2022-03-04,235.58692219970237
2022-03-05,244.53676889203172
2022-03-06,274.54214017276666
2022-03-07,267.57800974322925
2022-03-08,271.2159478751367
2022-03-09,256.41109069788627
2022-03-10,249.82261363028235
2022-03-11,259.08402724313424
2022-03-12,251.49583318741443
2022-03-13,266.2426468663999
2022-03-14,264.58324475239147
2022-03-15,261.24976286138593
2022-03-16,254.1910682271907
2022-03-17,252.86213269394003
2022-03-18,245.99007943407733
2022-03-19,270.25063707491233
2022-03-20,257.3323771765161
2022-03-21,268.2943166943612
2022-03-22,262.11429491641684
2022-03-23,272.629125890435
2022-03-24,253.4424218361237
2022-03-25,261.8914679122383
2022-03-26,243.59217501490272
2022-03-27,269.66278218832196
2022-03-28,279.73218926867213
2022-03-29,267.96621698162534
2022-03-30,269.40476252344087
2022-03-31,246.85337033486462
2022-04-01,266.1745878269371
2022-04-02,281.9035143536946
2022-04-03,263.78927731633985
2022-04-04,266.7648463049307
2022-04-05,282.01980892736765
2022-04-06,274.8468664555132
2022-04-07,247.0574544963091
2022-04-08,248.09768568797656
2022-04-09,256.2738069988978
2022-04-10,254.1090085781979
2022-04-11,262.12799709358154
2022-04-12,257.4980714671513
2022-04-13,251.38564210300459
2022-04-14,251.9107364105884
2022-04-15,254.57240156057276
2022-04-16,274.4866524327529
2022-04-17,257.4193979658259
2022-04-18,280.96674372739
2022-04-19,265.16833256948104
2022-04-20,258.29763333475347
2022-04-21,258.6945276538657
2022-04-22,240.6520720167825
2022-04-23,262.41528104271345
2022-04-24,268.6377138295303
2022-04-25,275.5792338980625
2022-04-26,269.69229950666113
2022-04-27,282.7991083103862
2022-04-28,244.98447908671625
2022-04-29,245.94685522003599
2022-04-30,251.69958506733468
2022-05-01,260.72080055567665
2022-05-02,263.5461133452522
2022-05-03,277.9192461941494
2022-05-04,271.64315364491284
2022-05-05,244.8102994569637
2022-05-06,242.0533851777014
2022-05-07,261.72985875369216
2022-05-08,259.8030254047676
2022-05-09,275.26434302629195
2022-05-10,267.03910259187546
2022-05-11,241.22761805969725
2022-05-12,264.90633428610204
2022-05-13,267.2162345329825
2022-05-14,249.7357651405759
2022-05-15,260.26406565089064
2022-05-16,270.5778347963609
2022-05-17,267.1073904234033
2022-05-18,261.69271887278614
2022-05-19,268.2252931839421
2022-05-20,246.150190380404
2022-05-21,246.51362333260465
2022-05-22,248.95207979017556
2022-05-23,258.98583511396185
2022-05-24,261.9797962955058
2022-05-25,271.57392043079795
2022-05-26,241.44156391910388
2022-05-27,248.62588394549823
2022-05-28,252.77517816822066
2022-05-29,273.047050204434
2022-05-30,289.95791107972906
2022-05-31,255.37201458854202
2022-06-01,247.08035477498487
2022-06-02,255.38305719470696
2022-06-03,251.50865464720874
2022-06-04,269.6867857335765
2022-06-05,265.26188725553277
2022-06-06,259.33495515032223
2022-06-07,264.80696586369555
2022-06-08,261.26255673605874
2022-06-09,251.3287345519849
2022-06-10,247.9272784763015
2022-06-11,260.0342386246586
2022-06-12,269.24697317377246
2022-06-13,274.86516706969905
2022-06-14,263.48816803655296
2022-06-15,246.59060795575155
2022-06-16,242.66360363628507
2022-06-17,252.9791421020797
2022-06-18,239.24528742574086
2022-06-19,259.276222453296
2022-06-20,255.1346658294249
2022-06-21,255.30268714490813
2022-06-22,259.050861414849
2022-06-23,241.10308991583074
2022-06-24,239.36582561496778
2022-06-25,231.79596488770198
2022-06-26,261.025083111879
2022-06-27,263.4898332553286
2022-06-28,274.60930833422395
2022-06-29,241.14537421193185
2022-06-30,239.33641615801503
2022-07-01,239.34481995899947
2022-07-02,259.1160018698052
2022-07-03,250.5546658955589
2022-07-04,257.76912322263325
2022-07-05,256.99919757502295
2022-07-06,244.03298625960116
2022-07-07,230.62529444750868
2022-07-08,236.7382918729766
2022-07-09,252.02659786830696
2022-07-10,239.1943926523366
2022-07-11,254.26435199571503
2022-07-12,241.87930308165107
2022-07-13,252.08287879497828
2022-07-14,217.82922345779082
2022-07-15,227.1862837701759
2022-07-16,243.04785978953325
2022-07-17,263.1082967871541
2022-07-18,250.279411097791
2022-07-19,241.34021686246587
2022-07-20,256.9658185865693
2022-07-21,216.6136124210181
2022-07-22,208.83161097154397
